ID,Breed,Age ,Sex,Neuter,Case,Date of diagnosis,Reason for presentation,BCS at diagnosis (1-9),Last recorded BCS (1-9),Heart Murmur,HM first recorded,Grade of heart murmur,Gallop rhythm,Date first detected,Arrhythmia,Date first detected,Goitre,Vaccination,Previous exposure to nephrotoxic drugs,NSAID treatment,Date of last exposure to drug,Previous anaesthetic,Date of last anaesthetic,FeLV status,FIV status,Previous exposure to lilies,Previous exposure to ethylene glycol,Previous AKI,Hyperthyroidism,Periodontal disease,Arthritis,Cystitis/FLUTD,Cardiomyopathy,Retinopathy,Cat bite abscess,Polycystic kidney disease,Pyelonephritis,hepatopathy,obesity,constipation,Diabetes Mellitus,Primary Aldosteronism,Urethral obstruction
216,Purebreed,?9,Female,Neutered,Case,2/13/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,NSAID,One-off treatment,7/7/11,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
217,Crossbreed,?9,Male,Neutered,Case,8/1/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218,Crossbreed,?9,Female,,Case,8/24/13,Other,,,TRUE,6/14/11,4,TRUE,3/19/12,FALSE,,FALSE,Regular,None recorded,,,Yes,6/21/12,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,Crossbreed,?9,Female,,Case,8/6/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
220,Crossbreed,?9,Female,Neutered,Case,6/13/12,Other,,,FALSE,,,FALSE,,FALSE,,TRUE,Regular,NSAID,Long term treatment,2/13/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,Purebreed,?9,Female,,Case,2/11/13,Pre-anaesthetic profile,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,One-off treatment,2/8/13,Yes,2/8/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
222,Crossbreed,?9,Female,,Case,3/7/13,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,One-off treatment,8/15/11,Yes,8/15/11,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
223,Crossbreed,?9,Female,Neutered,Case,10/24/12,Geriatric Health clinic,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
224,Crossbreed,?9,Male,,Case,5/23/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,TRUE,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,Crossbreed,?9,Male,Neutered,Case,6/14/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
226,Crossbreed,<9,Male,Neutered,Case,9/12/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,NSAID,One-off treatment,8/28/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
227,Crossbreed,?9,Female,Neutered,Case,3/6/13,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
228,Crossbreed,?9,Male,Neutered,Case,1/19/13,Other,,,TRUE,11/1/11,1,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,Long term treatment,5/31/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
229,Purebreed,?9,Male,Neutered,Case,9/10/12,Pre-anaesthetic profile,,5,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,Yes,9/10/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
230,Purebreed,?9,Female,Neutered,Case,4/12/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
231,Crossbreed,?9,Male,,Case,9/11/13,Clinical signs,3,,TRUE,9/9/13,,FALSE,,FALSE,,Not recorded,Regular,NSAID,Long term treatment,3/15/13,Yes,12/11/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
232,Crossbreed,<9,Male,Neutered,Case,2/5/13,Pre-anaesthetic profile,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,3/14/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
233,Purebreed,<9,Male,,Case,5/24/12,Clinical signs,,,TRUE,5/5/11,2,FALSE,,FALSE,,FALSE,Regular,NSAID,One-off treatment,5/21/12,None recorded,,Negative,Negative,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
234,Crossbreed,?9,Male,,Case,3/9/12,Clinical signs,4,,TRUE,11/4/11,4,FALSE,,FALSE,,TRUE,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
235,Crossbreed,<9,Male,Neutered,Case,8/24/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
236,Crossbreed,?9,Male,Neutered,Case,5/25/12,Other,,,TRUE,4/21/12,,TRUE,4/21/12,TRUE,5/18/12,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
237,Crossbreed,?9,Male,,Case,6/16/12,Clinical signs,,,TRUE,6/16/12,3,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
238,Crossbreed,?9,Female,,Case,3/11/13,Geriatric Health clinic,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
239,Crossbreed,?9,Female,,Case,8/29/12,Clinical signs,4,2,FALSE,,,FALSE,,FALSE,,FALSE,Regular,NSAID,Long term treatment,2/22/12,No,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
240,Purebreed,?9,Female,,Case,5/5/12,Clinical signs,4,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241,Crossbreed,?9,Male,,Case,2/17/12,Clinical signs,,,TRUE,1/23/12,3,FALSE,,FALSE,,TRUE,None recorded,NSAID,One-off treatment,9/5/11,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
242,Crossbreed,?9,Male,Entire,Case,7/9/13,Other,,,FALSE,,,FALSE,,FALSE,,TRUE,Regular,NSAID,Long term treatment,7/29/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243,Crossbreed,?9,Male,,Case,2/26/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
244,Purebreed,?9,Male,Neutered,Case,2/7/12,Other,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
245,Crossbreed,?9,Female,,Case,5/17/12,Clinical signs,,,TRUE,5/11/12,4,FALSE,,FALSE,,Not recorded,Kitten/ Irregular,None recorded,,,Yes,1/1/10,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
246,Crossbreed,?9,Male,,Case,6/7/12,Pre-anaesthetic profile,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,Yes,5/31/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247,Crossbreed,?9,Male,Neutered,Case,2/24/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
248,Crossbreed,?9,Female,,Case,6/2/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
249,Crossbreed,?9,Female,Neutered,Case,5/15/12,Clinical signs,,,TRUE,5/11/12,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
250,Crossbreed,?9,Female,Neutered,Case,4/18/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
251,Purebreed,<9,Male,,Case,1/4/12,Clinical signs,,,TRUE,1/4/12,4,Not recorded,,Not recorded,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
252,Crossbreed,?9,Female,,Case,2/3/12,Clinical signs,,,TRUE,2/3/12,,FALSE,,TRUE,2/3/12,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
253,Crossbreed,?9,Female,,Case,1/25/12,Pre-anaesthetic profile,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,NSAID,One-off treatment,2/15/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
254,Purebreed,?9,Male,,Case,12/19/12,Clinical signs,,,TRUE,1/20/12,4,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,Crossbreed,?9,Female,Neutered,Case,6/8/12,Pre-anaesthetic profile,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,NSAID,One-off treatment,6/4/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
256,Crossbreed,?9,Female,Neutered,Case,1/23/12,Other,3,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257,Purebreed,?9,Female,Neutered,Case,11/21/12,Other,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,NSAID,One-off treatment,12/31/11,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
258,Crossbreed,<9,Male,,Case,6/5/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
259,Crossbreed,?9,Female,,Case,5/9/12,Other,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,Yes,2/1/08,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260,Crossbreed,?9,Male,,Case,6/7/12,Clinical signs,,,TRUE,5/25/12,3,FALSE,,FALSE,,TRUE,None recorded,None recorded,,,None recorded,,Negative,Negative,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
261,Crossbreed,?9,Female,,Case,2/7/12,Geriatric Health clinic,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262,Crossbreed,?9,Female,Neutered,Case,3/12/12,Other,,,FALSE,,,FALSE,,FALSE,,TRUE,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263,Crossbreed,?9,Male,Neutered,Case,6/7/12,Clinical signs,,,TRUE,6/1/12,3,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
264,Crossbreed,?9,Female,Neutered,Case,2/15/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
265,Crossbreed,?9,Male,,Case,4/17/12,Clinical signs,3,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
266,Crossbreed,?9,Female,Neutered,Case,1/12/12,Clinical signs,2,,Not recorded,,,Not recorded,,Not recorded,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267,Crossbreed,?9,Female,,Case,2/8/12,Clinical signs,,,TRUE,11/6/13,2,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
268,Crossbreed,?9,Female,,Case,6/25/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
269,Crossbreed,?9,Male,Neutered,Case,7/26/12,Pre-anaesthetic profile,,,TRUE,7/26/12,3,Not recorded,,Not recorded,,Not recorded,Kitten/ Irregular,NSAID,One-off treatment,6/23/12,Yes,6/25/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
270,Purebreed,?9,Male,,Case,1/11/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,10/22/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
271,Crossbreed,?9,Female,Neutered,Case,2/17/12,Clinical signs,,,TRUE,2/17/12,3,Not recorded,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
272,Purebreed,?9,Female,Neutered,Case,5/16/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
273,Purebreed,?9,Female,,Case,7/18/12,Clinical signs,,,TRUE,5/3/12,3,FALSE,,FALSE,,Not recorded,None recorded,NSAID,One-off treatment,5/4/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
274,Crossbreed,?9,Female,,Case,3/18/12,Clinical signs,,,FALSE,,,TRUE,3/18/12,FALSE,,TRUE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
275,Purebreed,?9,Male,Neutered,Case,1/2/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,No,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
276,Crossbreed,?9,Female,Neutered,Case,4/20/12,Clinical signs,,,TRUE,4/25/12,,Not recorded,,Not recorded,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
277,Crossbreed,?9,Female,Neutered,Case,11/19/13,Clinical signs,,,TRUE,11/19/13,,FALSE,,FALSE,,Not recorded,Kitten/ Irregular,NSAID,One-off treatment,12/31/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
278,Crossbreed,?9,Male,Neutered,Case,10/13/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
279,Purebreed,?9,Female,Neutered,Case,7/16/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
280,Crossbreed,?9,Female,,Case,8/8/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,TRUE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
281,Crossbreed,?9,Male,Neutered,Case,11/22/12,Clinical signs,,,TRUE,8/19/13,3,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
282,Crossbreed,?9,Female,,Case,7/31/12,Clinical signs,,,TRUE,7/31/12,3,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,No,,Not tested,Not tested,No,No,No,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
283,Crossbreed,?9,Female,,Case,8/6/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
284,Crossbreed,?9,Male,,Case,10/26/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
285,Crossbreed,?9,Female,Neutered,Case,8/23/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
286,Crossbreed,?9,Female,Entire,Case,10/19/12,Other,3,2,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,Repeated one off treatment,10/2/12,No,1/1/00,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287,Crossbreed,?9,Male,,Case,9/2/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
288,Crossbreed,?9,Male,Neutered,Case,8/30/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
